session,music_type,valence_rating,RT,PPG_music_start,PPG_response_start,PPG_ITI_start,fMRI_music_start,fMRI_response_start,fMRI_ITI_start
1,atonal,0.67,6.30516214029194,2089.3575356196,2118.8315068687,2134.92994814806,12.1162911653619,41.590262414461,57.6887036938288
1,tonal,0.73,4.48351271552747,2142.13668565398,2171.6072022342,2186.23854220907,64.8954411997483,94.3659577799672,108.99729775484
1,discord,0.46,4.36559928781753,2193.34406648899,2222.814419116,2235.61095096467,116.102822034755,145.573174661767,158.36970651044
1,tonal,0.26,2.3385633759608,2243.72886744397,2273.20501308435,2284.40084478902,166.487622989735,195.963768630118,207.159600334785
1,atonal,0.31,3.01775161061232,2292.50569272727,2321.97753480399,2335.22431295699,215.26444827304,244.736290349757,257.983068502756
1,tonal,0.39,6.08314730238635,2357.36065100798,2386.82979576313,2400.12662874752,280.119406553745,309.588551308892,322.885384293281
1,discord,0.74,3.71981256625077,2407.24593009046,2436.72059127464,2449.84983911224,330.004685636229,359.479346820403,372.608594658011
1,atonal,0.56,1.18015267345072,2456.97333721347,2486.44328703158,2501.94178052075,379.732092759233,409.202042577343,424.700536066514
1,discord,0.37,4.4669048935466,2510.04852820786,2539.51992419869,2560.28880676741,432.807283753623,462.278679744454,483.047562313176
1,atonal,0.75,3.6856864410147,2568.41032106255,2597.88358267999,2609.02797496704,491.169076608315,520.642338225759,531.786730512801
1,discord,0.23,6.00085638503515,2631.14704050587,2660.6166546499,2676.51552381663,553.905796051639,583.37541019567,599.274279362396
1,tonal,0.51,4.33494974737187,2684.6211057992,2714.09371049414,2730.34285334621,607.379861344964,636.852466039908,653.101608891978
1,discord,0.33,3.96392613283751,2738.45190303624,2767.93629127855,2781.716836441,661.210658582007,690.695046824315,704.475591986765
1,tonal,0.89,2.95053301437838,2789.87175973947,2819.34425013878,2830.1732150392,712.630515285237,742.103005684542,752.931970584962
1,atonal,0.0899999999999997,4.03671192533511,2838.35958600566,2867.83328261233,2886.25175694866,761.118341551429,790.592038158097,809.010512494427
2,discord,0.26,2.31946712710487,3027.61155628769,3057.08567678692,3066.76370874919,16.1124727334154,45.5865932326433,55.2646251949191
2,tonal,0.78,4.79526183549206,3073.87378931929,3103.35685289735,3117.27010805654,62.3747057650216,91.8577693430798,105.771024502266
2,discord,0.19,2.42482662156181,3124.38335173068,3153.86431554251,3163.27463632765,112.884268176405,142.365231988242,151.775552773375
2,atonal,0.3,2.84007959636983,3171.38860461394,3200.8680193315,3214.93201823071,159.889521059664,189.368935777225,203.432934676437
2,tonal,0.32,3.07842594932663,3223.0938769441,3252.5763829148,3263.13745631729,211.594793389828,241.077299360526,251.638372763016
2,atonal,0.18,2.30889256126648,3286.26420712811,3315.74388067535,3331.04221198678,274.765123573836,304.24479712108,319.54312843251
2,tonal,0.4,4.69196881726566,3339.15784532749,3368.63640532451,3382.01668771796,327.658761773213,357.13732177024,370.51760416369
2,discord,0.8,2.88375994919988,3390.13894354766,3419.61078534697,3431.33975155124,378.639859993391,408.111701792694,419.840667996972
2,tonal,0.8,2.74311999904603,3439.46744169466,3468.95043758307,3483.23220823334,427.968358140388,457.451354028795,471.733124679064
2,discord,0.33,2.19811955933983,3490.35437140589,3519.82481807713,3532.03849404955,478.855287851622,508.325734522858,520.539410495279
2,atonal,0.33,2.72219474256599,3555.16784231197,3584.64361177545,3595.33830510111,543.668758757694,573.144528221173,583.839221546836
2,tonal,0.48,8.18766345039148,3602.47610624723,3631.94910459632,3647.81389701796,590.977022692954,620.450021042048,636.314813463692
2,atonal,0.77,3.73651970337414,3655.93455853449,3685.40799575664,3697.72154392323,644.435474980213,673.908912202363,686.222460368957
2,discord,0.72,5.22136041215344,3705.8418284306,3735.31494523658,3801.78778462596,694.342744876323,723.815861682304,790.288701071688
2,atonal,0.22,2.19760633863734,3815.14980440743,3844.62035427764,3856.11590687347,803.650720853155,833.121270723366,844.616823319195
