session,music_type,valence_rating,RT,PPG_music_start,PPG_response_start,PPG_ITI_start,fMRI_music_start,fMRI_response_start,fMRI_ITI_start
1,atonal,0.41,5.57221334335009,1710.10724759182,1739.58179142877,1754.26311133255,14.1097565475175,43.5843003844711,58.2656202882517
1,tonal,0.52,4.16940056099156,1761.43338991707,1790.90641129174,1803.98658524305,65.4358988727727,94.9089202474443,107.989094198747
1,atonal,0.36,4.34586609045255,1811.09535169073,1840.56373077607,1853.36018106426,115.09786064643,144.56623973177,157.362690019965
1,discord,0.32,4.87226546992861,1860.47738069907,1889.95263167093,1907.96989031225,164.479889654775,193.955140626633,211.972399267952
1,tonal,0.64,3.61787334101427,1916.07518294931,1945.54736402911,1958.87769035148,220.077691905011,249.549872984811,262.880199307179
1,discord,0.37,4.56875146163839,1982.01126006225,2011.4836977524,2027.19982678108,286.013769017947,315.486206708099,331.202335736778
1,tonal,0.68,6.21896381017177,2034.30483784029,2063.77568676559,2077.58958905447,338.307346795991,367.778195721292,381.592098010173
1,discord,0.21,2.89861865953935,2084.69644243731,2114.16701893951,2125.44547307436,388.698951393006,418.16952789521,429.447982030062
1,atonal,0.6,5.86813889805126,2132.5506985766,2162.02212230909,2175.75196071115,436.553207532304,466.024631264794,479.754469666852
1,tonal,0.65,2.51741801715434,2183.87401485899,2213.34672802382,2223.44026624226,487.876523814688,517.34923697952,527.442775197957
1,atonal,0.69,3.09575727379342,2245.56222967487,2275.04556706311,2284.93969490278,549.564738630566,579.048076018806,588.942203858476
1,discord,0.34,6.25318231513484,2293.06196432589,2322.53368461672,2336.41448980175,597.064473281591,626.536193572423,640.416998757451
1,tonal,0.5,5.93171418211932,2344.52436868999,2373.99299883735,2386.73903947833,648.526877645689,677.995507793048,690.741548434025
1,discord,0.32,4.43341849098215,2393.89491819956,2423.36485442425,2436.29485777822,697.897427155256,727.367363379954,740.297366733923
1,atonal,0.54,4.27988088840721,2443.47053710905,2472.93885516274,2484.53354785034,747.47304606475,776.941364118438,788.536056806041
2,discord,0.56,3.10476027461118,2614.98338163619,2644.45941214868,2653.62028714282,15.1261593586351,44.6021898711333,53.7630648652739
2,tonal,0.85,3.26385092519558,2661.72873372917,2691.19719354274,2703.29300297086,61.8715114516199,91.3399712651881,103.435780693304
2,atonal,0.42,3.92814050152083,2711.42148680316,2740.9043462026,2752.7992652344,111.564264525605,141.047123925047,152.942042956853
2,discord,0.51,3.31272035546863,2760.90963681451,2790.39348132029,2801.255048774,161.052414536964,190.536259042743,201.39782649645
2,tonal,0.55,3.78570094990209,2809.39144591472,2838.86696209685,2850.74490878126,209.534223637173,239.009739819296,250.887686503713
2,atonal,0.32,3.860942156698,2873.86962363168,2903.35102049082,2914.1461566566,274.012401354128,303.493798213272,314.288934379048
2,tonal,0.69,3.44297022182582,2922.2583666765,2951.73991888894,2963.41872706285,322.401144398948,351.882696611385,363.561504785299
2,discord,0.52,2.91335752590749,2971.61036922207,3001.0796038602,3011.70762315841,371.75314694452,401.222381582647,411.850400880856
2,tonal,0.54,4.31093684416919,3019.83718530902,3049.31836245422,3067.60258269303,419.979963031466,449.461140176667,467.745360415483
2,atonal,0.36,3.92205425880456,3075.72058211989,3105.19658627781,3116.22540375905,475.86335984234,505.339364000258,516.368181481499
2,tonal,0.63,2.59246447749683,3139.36764579005,3168.84873360711,3178.22490579626,539.5104235125,568.991511329557,578.367683518707
2,atonal,0.18,6.72398768603307,3186.34223332012,3215.81904836675,3228.39943357079,586.485011042569,615.961826089202,628.542211293243
2,discord,0.39,4.06279130476469,3236.54268317887,3266.02596785796,3276.12039242242,636.685460901321,666.168745580409,676.26317014487
2,atonal,0.56,4.07261129745893,3284.23915308042,3313.71537168137,3325.39393156743,684.381930802869,713.858149403819,725.536709289878
2,discord,0.5,5.4692657087835,3333.51631778293,3362.9874219315,3374.09960226783,733.65909550538,763.130199653951,774.242379990275
