session,music_type,valence_rating,RT,PPG_music_start,PPG_response_start,PPG_ITI_start,fMRI_music_start,fMRI_response_start,fMRI_ITI_start
1,discord,0.42,4.25449253297302,1477.05906013569,1506.53493545001,1520.94947301373,15.1280627123651,44.6039380266811,59.0184755904047
1,tonal,0.8,3.52036953400057,1529.11583683067,1558.59335003029,1576.42809394981,67.1848394073422,96.662352606967,114.497096526484
1,atonal,0.54,3.33281640814857,1584.53403605567,1614.00517054647,1625.23472056079,122.603038632344,152.074173123145,163.30372313746
1,tonal,0.87,3.59205475818999,1632.34816658936,1661.82753045512,1673.30634308815,170.417169166032,199.896533031797,211.375345664819
1,discord,0.53,3.03112176278955,1680.41311495602,1709.88330233632,1723.4304803132,218.482117532696,247.952304912989,261.499482889869
1,atonal,0.28,5.07762200359139,1745.58860643258,1775.07053226834,1786.99892028292,283.657609009257,313.139534845011,325.067922859596
1,discord,0.43,4.14980353143983,1794.10484935006,1823.57599549249,1834.40496020693,332.173851926735,361.64499806916,372.473962783606
1,atonal,0.72,3.0769278997559,1842.55039243776,1872.03216957661,1883.07725636456,380.619395014437,410.101172153287,421.146258941233
1,discord,0.53,4.08572543005539,1891.18176643045,1920.65508116188,1931.04968390811,429.250769007125,458.724083738551,469.118686484782
1,tonal,0.83,3.51052862859433,1939.16279869768,1968.64417718457,1978.55496847404,477.231801274354,506.713179761242,516.623971050711
1,discord,0.49,2.29924808192118,2001.67358310714,2031.14514621123,2040.48887935798,539.742585683816,569.214148787898,578.557881934657
1,tonal,0.82,3.05014664400005,2048.59524591583,2078.06755083992,2087.31035041424,586.664248492501,616.136553416589,625.379352990916
1,atonal,0.71,1.8650858558176,2094.41701131428,2123.88741813348,2132.66406622783,632.486013890953,661.95642071015,670.733068804499
1,tonal,0.87,2.2137695553065,2140.78908592462,2170.25869127859,2178.13451632448,678.858088501291,708.327693855266,716.203518901151
1,atonal,0.74,2.30991708483089,2186.29667667967,2215.7789900706,2224.72313856998,724.365679256338,753.84799264727,762.792141146652
2,atonal,0.49,2.14978078303466,2404.35168094083,2433.82341049667,2441.71590568621,14.1140907517183,43.5858203075586,51.4783154971028
2,discord,0.47,1.78175233753791,2449.83942454298,2479.31058316929,2486.00199353723,59.6018343538672,89.0729929801746,95.764403348121
2,atonal,0.36,1.77714939156249,2494.12987703654,2523.61410018398,2530.52167534805,103.892286847426,133.376509994872,140.284085158939
2,tonal,0.83,2.21432578160238,2538.62942179098,2568.09960972611,2576.34231719713,148.391831601864,177.862019536999,186.104727008018
2,discord,0.62,2.89227464096257,2584.47362766073,2613.95428846312,2622.89691753536,194.236037471619,223.716698274005,232.659327346248
2,tonal,0.72,2.63300050379439,2646.03189742799,2675.50377512589,2685.34788195685,255.794307238875,285.266184936781,295.11029176774
2,discord,0.47,2.69637950778997,2692.50655514769,2721.97568333996,2729.25037923259,302.268964958575,331.738093150843,339.01278904348
2,tonal,0.7,2.55213019412804,2737.43782610674,2766.91151896107,2776.35533816339,347.200235917626,376.673928771963,386.117747974282
2,discord,0.39,1.95394057894191,2784.49009279131,2813.96662198362,2821.27523908021,394.252502602196,423.729031794504,431.037648891099
2,atonal,0.42,2.14184436316646,2828.388382444,2857.86938391765,2864.29460685204,438.150792254888,467.631793728542,474.057016662931
2,tonal,0.84,2.85713778432728,2886.42141340847,2915.8996628797,2924.8097453621,496.183823219355,525.662072690593,534.572155172988
2,discord,0.42,2.4596371129719,2932.92211139618,2962.40501985215,2968.91241363928,542.684521207064,572.167429663035,578.674823450168
2,atonal,0.43,1.70226524198915,2977.04922672061,3006.52435799557,3012.51459809668,586.8116365315,616.286767806454,622.277007907569
2,tonal,0.85,2.5404902226237,3019.62930471991,3049.10905614085,3056.53448297864,629.391714530795,658.871465951737,666.296892789531
2,atonal,0.49,2.23140706110644,3064.67500044387,3094.14505799179,3100.61972680828,674.437410254759,703.907467802681,710.382136619164
