session,music_type,valence_rating,RT,PPG_music_start,PPG_response_start,PPG_ITI_start,fMRI_music_start,fMRI_response_start,fMRI_ITI_start
1,tonal,0.72,4.96965548274147,1768.70881625284,1798.18146010778,1811.2282112656,13.1124712107012,42.5851150656454,55.6318662234598
1,discord,0.48,3.49893331868498,1819.33621517611,1848.80620522782,1860.28508160875,63.7398701339771,93.2098601856824,104.688736566612
1,tonal,0.75,2.59829613958482,1866.39201967021,1895.86157028806,1905.30554607703,110.795674628076,140.265225245919,149.709201034889
1,discord,0.38,4.70145462595701,1913.41126404371,1942.88317439921,1954.8123165211,157.814919001575,187.286829357067,199.215971478967
1,atonal,0.82,2.23272711434493,1962.91837793421,1992.39032796081,2002.16781102568,207.322032892068,236.793982918673,246.571465983547
1,discord,0.52,2.22959892227664,2024.28839400794,2053.75715009385,2062.93405357209,268.692048965804,298.160805051713,307.337708529954
1,tonal,0.35,2.58017171211031,2070.04175398473,2099.5115351389,2112.02423821754,314.44540894259,343.915190096758,356.427893175403
1,atonal,0.56,2.65891443190685,2119.13571570848,2148.61794637908,2158.02858650439,363.539370666347,393.021601336944,402.432241462249
1,tonal,0.7,2.60214396008723,2165.14861547817,2194.62246361493,2203.56575667238,409.552270436033,439.026118572794,447.969411630238
1,atonal,0.51,2.18107976445935,2211.67466885718,2241.14356171133,2250.0873291576,456.078323815041,485.547216669191,494.490984115464
1,tonal,0.46,2.28833713676613,2273.21761242044,2302.69428580623,2310.97016898784,517.621267378305,547.097940764093,555.373823945705
1,atonal,0.46,2.03202457500538,2318.07694226161,2347.54723553378,2356.45739544442,562.480597219471,591.950890491638,600.861050402287
1,discord,0.49,2.49376442239191,2364.60274291066,2394.08524573064,2403.47917516267,609.006397868524,638.488900688501,647.882830120528
1,atonal,0.44,3.62980887401136,2411.67330644575,2441.15716196744,2454.90454020626,656.076961403613,685.560816925306,699.308195164119
1,discord,0.45,2.39790458847801,2462.01109570503,2491.48159926184,2503.29415131284,706.414750662896,735.885254219702,747.697806270698
2,tonal,0.5,3.40120256181035,2715.95024743123,2745.42367139225,2755.61702423378,13.1120170735585,42.5854410345783,52.7787938761112
2,atonal,0.14,3.01744974113899,2762.77194769627,2792.24495802352,2801.13750396018,59.9337173386066,89.406727665857,98.2992736025089
2,discord,0.77,2.42832012535018,2809.26443792691,2838.73301951541,2848.39289576374,106.426207569248,135.894789157746,145.554665406068
2,atonal,0.49,4.28366010678474,2856.50230064711,2885.97077598361,2900.1527878805,153.664070289444,183.132545625941,197.314557522835
2,tonal,0.46,4.49512461445465,2907.26285857276,2936.74576642648,2947.60741772128,204.424628215093,233.907536068809,244.769187363613
2,atonal,0.41,2.19741233377681,2970.7289794426,3000.19846791828,3008.62407348533,267.890749084929,297.360237560609,305.785843127659
2,tonal,0.81,1.84877399616835,3016.7442031627,3046.21865718555,3055.72922856609,313.905972805036,343.380426827881,352.890998208419
2,discord,0.47,1.84828379437749,3063.853833034,3093.32380172433,3103.6519106773,361.01560267633,390.485571366667,400.813680319632
2,atonal,0.53,3.97855290878033,3111.76367196928,3141.24708028934,3150.87382311344,408.925441611613,438.408849931671,448.035592755778
2,discord,0.53,3.14857636189845,3158.9989879705,3188.46829279389,3198.11247842363,456.160757612831,485.630062436227,495.274248065964
2,tonal,0.76,2.00825797209109,3221.23873964598,3250.71924781351,3258.79534865914,518.400509288312,547.881017455845,555.957118301477
2,discord,0.49,2.17292970889139,3266.91067674479,3296.39071773643,3303.99902930613,564.072446387127,593.552487378761,601.160798948466
2,atonal,0.65,2.79602001643434,3312.14287925722,3341.62699444438,3349.48626907889,609.304648899556,638.788764086713,646.648038721226
2,discord,0.53,3.30824926109017,3357.60062979972,3387.08160320121,3397.19179984232,654.762399442053,684.243372843542,694.353569484648
2,tonal,0.65,3.2158102977337,3405.31585945662,3434.78650810428,3444.38060465434,702.477629098955,731.948277746614,741.54237429667
