session,music_type,valence_rating,RT,PPG_music_start,PPG_response_start,PPG_ITI_start,fMRI_music_start,fMRI_response_start,fMRI_ITI_start
1,atonal,0.63,5.98494749001839,2045.35038872034,2074.82062853294,2091.82067763621,16.1004541913662,45.5706940039636,62.5707431072333
1,tonal,0.53,2.98227039089579,2098.92722756841,2128.39761968436,2143.01244310124,69.6772930394309,99.1476851553889,113.762508572267
1,discord,0.53,1.64758972304662,2151.11969074373,2180.59019271785,2195.57211772134,121.869756214754,151.340258188871,166.322183192367
1,atonal,0.24,2.88602409999658,2203.67657396783,2233.15043188683,2244.94552755221,174.426639438858,203.900497357856,215.695593023231
1,tonal,0.25,3.16377271789133,2252.07104383008,2281.55584928126,2292.40174491379,222.821109301103,252.305914752287,263.151810384814
1,discord,0.2,4.65223428196077,2315.51750545407,2344.99088343716,2361.54050492586,286.267570925094,315.740948908187,332.290570396888
1,tonal,0.65,3.92016890414743,2369.65831809375,2399.13507809917,2418.75410414554,340.408383564776,369.885143570191,389.504169616563
1,atonal,0.31,8.80562984235985,2426.85912327639,2456.33156136189,2474.38321883302,397.609188747418,427.081626832911,445.133284304044
1,discord,0.16,3.55129266436052,2482.48797829913,2511.96034481037,2524.05711181785,453.238043770154,482.710410281392,494.807177288878
1,atonal,0.57,2.35165486338701,2532.16008775337,2561.63483757637,2573.32997424437,502.910153224393,532.384903047399,544.080039715391
1,tonal,0.65,4.60279089664255,2596.49806222411,2625.97001454788,2638.78398806208,567.248127695131,596.720080018909,609.534053533105
1,discord,0.67,4.95254016480976,2646.88897390258,2676.36101749741,2691.35987036737,617.639039373609,647.111082968435,662.109935838396
1,tonal,0.59,2.96973185731258,2699.49564756392,2728.97165187835,2737.69788756073,670.245713034948,699.721717349377,708.447953031753
1,atonal,0.2,5.93182357889054,2744.80654643671,2774.29083089389,2785.03579628302,715.556611907738,745.040896364915,755.785861754046
1,discord,0.53,1.75009349040556,2793.20522281232,2822.68029804852,2830.38945050945,763.95528828335,793.430363519545,801.139515980478
2,discord,0.37,5.30517515163774,2967.14637490263,2996.62203826837,3011.35402791063,13.1093729540316,42.5850363197751,57.3170259620365
2,tonal,0.53,1.89626005091122,3019.46248787676,3048.94831256755,3058.65948436574,65.4254859281682,94.9113106189561,104.622482417146
2,atonal,0.54,3.1435571517668,3066.78795516234,3096.26990929489,3107.88220181277,112.750953213741,142.232907346293,153.845199864176
2,tonal,0.39,5.56457634698381,3115.99312027138,3145.47670923763,3157.12237061705,161.956118322789,191.439707289033,203.085368668453
2,atonal,0.22,4.0422263144701,3164.25316258342,3193.73276891391,3203.56043724658,210.216160634825,239.695766965318,249.523435297982
2,discord,0.42,4.81073325328907,3226.68610277619,3256.16690894645,3266.86269921501,272.649100827599,302.129906997854,312.825697266419
2,atonal,0.27,3.6839982711208,3275.00004854843,3304.47369868015,3314.18363374177,320.963046599834,350.436696731555,360.146631793174
2,tonal,0.81,2.15837246799128,3322.2967055313,3351.77891821892,3360.50483930747,368.259703582708,397.741916270326,406.467837358878
2,atonal,0.53,2.33898205871992,3368.62076602209,3398.09923077094,3407.62650666584,414.583764073497,444.062228822344,453.589504717243
2,tonal,0.82,2.10359402637914,3415.74512601508,3445.22173399455,3458.10163960531,461.708124066483,491.184732045958,504.064637656715
2,discord,0.32,2.66610609413146,3481.25304218331,3510.72447822922,3520.58598176576,527.21604023472,556.687476280626,566.548979817169
2,atonal,0.37,1.6196949050227,3527.70330362354,3557.17892953764,3565.53935113775,573.66630167495,603.141927589048,611.502349189159
2,discord,0.26,2.0210877733407,3573.67199931866,3603.14973944751,3609.65915978481,619.634997370064,649.112737498919,655.622157836217
2,tonal,0.24,2.40084219041637,3617.79598562744,3647.26902321669,3654.627862138,663.75898367885,693.232021268097,700.590860189401
2,discord,0.76,1.98299778508044,3662.76615109159,3692.23899060324,3707.53836269172,708.729149142995,738.20198865465,753.50136074313
